Count_of_Loans,Count_of_Late_Payments,Count_of_Loan_Enquiries,Existing_Loan_Balance,Credit_History_Length_Years,Defaulter
8,2,4,1318505.38,10,1
9,2,1,886741.95,14,1
2,2,5,1307454.39,3,1
3,2,6,763528.36,22,0
3,2,3,319292.58,9,0
1,2,1,675612.45,3,1
8,1,6,974245.45,17,1
6,8,3,712386.13,17,1
8,2,1,410425.63,15,0
9,4,3,1039007.02,22,1
5,2,3,1161643.63,2,1
3,2,3,993601.87,22,0
5,2,2,579046.39,14,0
5,1,5,450517.77,20,0
5,3,5,1050309.71,23,0
3,1,4,517339.18,13,1
10,3,2,1107854.1,18,0
4,2,2,102906.28,22,0
9,1,3,660664.38,14,0
10,2,4,64401.46,15,1
9,3,3,618908.09,15,0
2,2,2,1237113.02,8,1
8,1,3,1030248.13,15,1
8,2,3,778791.38,16,0
7,3,3,695204.32,20,0
8,2,2,50000.0,12,0
3,4,2,192156.01,7,1
6,1,2,897808.95,16,0
1,2,2,1271290.68,22,1
7,3,3,904389.11,14,1
1,3,6,861828.61,12,0
9,2,3,1712399.84,23,1
1,0,3,704159.78,24,0
1,1,5,72124.3,14,1
7,4,5,672435.17,19,0
2,1,3,538218.23,15,0
5,3,5,1377363.27,16,1
8,0,6,1326899.48,18,1
8,4,1,796235.93,4,0
3,2,1,905172.88,2,1
7,2,2,1053322.51,24,0
3,2,3,1167871.33,14,1
6,4,2,875998.58,5,1
6,5,6,927385.99,1,1
3,1,5,877070.91,3,1
7,2,3,663215.38,12,1
3,0,1,1105996.78,18,0
8,3,1,959607.86,25,0
10,3,3,508626.25,17,1
4,8,4,1080972.38,23,1
1,6,1,760315.88,17,1
4,4,2,1227679.13,6,1
7,3,8,977533.92,16,1
4,1,0,800067.83,13,1
6,3,5,50000.0,21,0
9,3,2,191065.57,10,0
1,2,2,1986049.29,12,1
5,3,4,822693.53,8,1
7,1,3,1053132.86,2,1
1,3,3,981493.19,14,1
4,2,1,1659820.34,15,0
6,0,6,988408.11,23,0
2,5,6,913091.63,22,1
10,2,4,1210482.81,10,1
5,2,6,820863.3,20,1
10,0,2,50000.0,16,1
1,4,2,440662.67,18,0
6,1,1,1379082.98,4,1
6,5,3,813688.66,8,1
4,4,0,1136900.69,2,1
8,1,0,116480.67,25,0
4,1,5,1206904.48,14,1
8,2,4,1197067.26,20,1
8,1,3,1128329.43,24,0
5,3,1,1143122.08,23,0
4,4,3,88707.34,13,1
2,2,5,1188661.89,6,1
3,4,0,50000.0,13,0
3,2,6,633185.05,25,0
4,4,2,559978.94,5,1
4,4,3,804016.98,1,1
10,2,8,115156.28,1,1
5,3,4,105563.28,8,1
4,2,5,976036.96,10,1
10,4,4,930299.77,24,1
8,1,4,961064.29,9,1
6,2,2,456112.08,17,0
6,4,4,737370.73,6,1
8,1,2,571198.85,12,1
7,5,2,347097.38,10,1
10,1,3,602363.32,6,1
10,1,2,645761.64,15,1
8,1,2,386754.42,1,0
2,2,1,1203077.89,24,0
9,3,3,1170144.78,19,1
1,2,5,1358896.66,8,1
8,3,4,950991.45,19,0
4,2,3,1179046.99,12,0
4,0,5,1061402.68,2,1
5,2,1,825686.62,12,0
8,3,2,953434.1,2,1
5,5,6,1048726.85,14,1
8,2,2,998834.34,20,0
10,1,0,837506.39,8,1
1,3,7,1142388.78,15,1
10,2,2,830800.19,22,1
9,4,3,1130987.47,2,1
6,3,3,383006.23,23,0
3,3,5,1330085.08,17,1
8,1,4,453335.1,13,1
9,0,1,462145.51,10,0
6,8,3,1385320.65,10,1
7,2,1,627484.29,17,0
1,4,2,811036.11,11,0
5,0,3,845422.84,13,1
5,3,1,1018376.02,5,1
10,4,3,1728205.96,9,1
4,4,3,685503.3,6,1
6,2,3,1073575.1,9,1
7,2,3,568234.66,24,0
9,4,5,534914.44,6,1
1,0,5,717815.21,1,1
6,4,2,889569.66,13,1
7,0,2,50000.0,1,1
3,3,5,797886.73,9,1
8,0,4,916773.45,25,0
5,7,6,287667.06,19,1
9,2,3,627290.03,1,1
5,2,1,1140057.32,3,1
9,1,2,916529.76,6,1
10,4,1,439724.84,8,1
4,6,3,960721.27,3,1
9,2,4,1452450.4,25,0
5,1,6,50000.0,20,0
10,1,1,1258344.39,8,1
9,0,6,1028974.16,21,1
3,4,6,435275.21,15,1
4,1,2,1077714.28,19,0
9,3,5,1038663.62,11,1
10,4,4,968228.36,20,0
6,6,5,607092.66,13,1
2,3,2,619795.77,7,1
7,6,4,553515.57,11,1
2,3,6,1035897.91,16,1
2,2,4,1307684.91,1,1
1,4,3,1032822.52,24,1
3,1,0,617533.69,21,0
6,5,0,324942.88,11,1
8,4,2,971609.01,15,1
9,1,1,678915.23,12,1
7,2,3,142829.53,6,0
4,2,7,734150.41,23,1
6,3,0,484871.56,25,0
5,1,6,615146.47,15,1
8,4,5,1318650.54,20,1
1,1,1,1019730.02,22,0
1,3,3,1304010.84,16,1
6,5,3,1157228.54,21,0
10,1,3,713143.92,5,1
2,0,1,1461252.71,10,0
5,4,6,635251.84,12,1
1,2,2,451869.61,20,0
7,2,6,540930.29,5,1
1,4,2,1217571.42,18,0
4,2,3,742245.72,24,0
9,1,1,318651.94,18,1
1,2,2,437863.74,10,0
4,0,5,1143133.21,9,0
6,2,3,1005004.28,13,1
6,2,3,1197859.16,24,0
8,0,4,795762.55,19,1
1,1,2,850727.57,23,0
7,3,0,466999.39,22,0
1,0,3,1181025.44,2,0
7,1,4,777797.24,20,0
3,1,7,303877.68,1,0
8,3,4,190636.88,3,1
3,5,3,1045145.18,20,1
1,2,0,489665.6,15,0
8,4,4,902017.02,25,0
3,3,1,896526.87,1,1
2,1,8,810740.01,25,1
1,3,2,884857.87,23,0
3,4,3,989073.11,6,1
2,0,6,266357.26,19,0
2,1,4,234557.11,19,0
6,1,1,332572.31,13,0
1,1,3,417099.59,17,0
2,3,0,1058425.99,12,1
6,1,1,348349.69,10,1
3,5,7,856586.82,5,1
4,0,2,685466.83,18,0
1,2,1,725598.28,18,0
8,2,1,888380.29,5,1
7,2,2,959527.39,1,1
7,4,1,1026279.48,3,1
3,2,3,881601.07,5,1
10,2,2,461661.75,23,0
10,1,4,1380390.7,4,1
3,2,1,824562.94,4,1
2,1,1,1784675.11,15,1
1,3,3,993870.77,16,0
7,1,4,833391.97,24,1
7,4,4,694576.82,21,1
2,1,2,1097185.73,21,0
7,1,1,336723.02,14,1
8,3,3,410567.96,11,1
1,1,2,50000.0,9,1
9,2,2,620145.71,24,0
7,3,1,539805.77,15,1
3,8,6,685797.49,3,1
8,1,0,602436.53,2,1
7,3,2,1131430.81,9,1
8,1,3,1265686.81,5,1
6,3,4,146020.47,13,1
9,3,3,872292.14,5,1
5,1,2,937430.57,7,0
3,4,3,504417.27,23,0
3,4,6,904487.65,17,1
1,0,4,235612.84,23,0
8,4,3,1098604.99,7,1
2,0,5,239102.18,7,1
3,0,2,1253152.27,19,0
8,1,0,107614.47,12,0
8,2,5,973133.93,17,1
4,3,2,1308000.34,4,1
4,2,5,185321.01,13,0
5,3,1,740746.34,7,1
6,3,8,1606553.7,16,1
5,0,1,410841.46,9,1
7,1,8,825515.55,8,1
2,1,4,647456.07,19,0
7,1,5,614224.24,18,0
10,2,1,50000.0,25,0
7,4,0,1175806.18,14,1
1,3,2,304778.34,7,1
7,5,1,907363.1,22,0
5,0,2,836632.31,2,1
3,3,2,948839.84,12,1
3,1,6,671321.13,5,1
4,2,7,431116.74,12,1
2,1,2,356464.07,7,0
2,1,1,999884.43,19,1
1,3,3,976220.7,10,1
5,2,2,1220501.93,15,1
4,3,2,455752.47,1,0
10,3,2,433496.85,4,1
2,1,2,184003.23,19,0
3,4,2,707288.44,11,0
7,3,4,1014608.81,23,0
7,3,5,1148430.45,22,0
4,3,2,796565.04,21,0
5,6,1,1055957.11,7,1
5,3,1,856711.69,23,1
6,4,5,752604.06,22,1
9,5,0,462569.39,6,1
2,1,6,1547186.03,19,0
5,4,4,155162.0,24,0
3,0,6,540030.7,14,1
4,1,3,682038.16,10,0
10,3,2,318389.83,24,0
6,2,4,411223.93,24,0
8,3,2,284542.42,22,1
1,7,4,1000975.33,13,1
10,5,5,717216.77,7,1
8,3,3,1620360.41,12,0
7,3,3,982495.95,19,0
1,3,1,863522.68,23,0
2,1,1,686499.37,19,0
3,4,5,1177794.24,19,1
1,5,4,50000.0,20,1
9,5,1,1188758.55,2,1
8,1,5,573712.94,12,1
2,1,1,50000.0,10,1
9,0,5,292390.03,23,0
7,1,3,1288569.88,21,0
9,1,3,854761.54,24,1
6,0,8,1683126.71,20,1
6,5,4,487456.29,14,1
4,1,2,755836.87,22,0
10,1,1,715021.49,1,1
10,2,4,139181.44,3,0
2,7,4,718830.2,16,1
7,5,4,856194.93,2,1
5,4,1,678968.28,15,1
6,1,5,1389375.65,4,1
2,4,5,541795.1,9,1
5,1,4,733579.4,14,1
10,1,3,160874.58,9,1
4,5,3,451307.01,1,1
9,3,2,50000.0,9,1
6,4,6,769436.83,3,1
2,5,1,943430.37,23,1
1,2,7,1031416.49,6,1
5,2,4,807520.93,14,0
9,2,4,749175.67,8,1
6,2,3,673721.84,23,1
10,6,2,708522.31,15,1
7,2,2,235372.93,11,0
5,1,2,757423.86,20,1
10,1,5,389532.91,17,1
6,3,8,748835.09,17,1
5,4,2,309580.36,7,1
9,1,4,1159049.0,10,1
6,6,5,1447288.73,12,1
8,2,1,318534.95,22,0
2,3,5,451647.1,11,1
9,5,5,518216.95,22,1
5,0,2,741196.09,25,0
7,5,2,1216690.47,4,1
10,4,1,122590.21,2,1
1,2,4,719213.27,18,0
10,3,4,1412288.09,15,1
5,2,4,186787.06,11,1
10,3,4,1311777.22,25,1
2,5,2,414793.06,7,0
6,1,4,265949.94,9,1
1,3,3,1466634.31,2,1
3,2,2,1358376.53,25,0
5,3,2,50000.0,22,0
4,2,2,1286033.75,4,1
3,3,3,1057715.45,11,1
10,2,1,1045735.44,18,1
5,3,4,479066.28,9,1
8,2,4,1017200.12,16,1
4,1,7,1094159.7,8,1
1,2,5,705877.47,22,0
7,0,2,1505310.39,7,1
8,5,6,50000.0,23,1
3,5,8,814217.38,9,1
6,4,5,483880.7,11,1
2,2,0,1211041.21,18,0
7,4,1,1102286.77,2,1
8,3,5,542983.27,10,1
6,0,2,903648.52,15,0
6,0,1,132255.29,2,0
5,1,2,1231596.46,4,1
8,3,4,69631.52,13,1
1,3,3,664517.35,19,0
10,3,1,462135.6,11,0
4,3,5,1278401.12,15,1
4,4,7,478905.13,17,1
3,1,5,1394384.81,14,1
3,3,2,1247125.01,9,1
4,6,0,50000.0,10,0
1,1,2,1597292.08,1,1
2,3,3,231740.57,17,0
9,5,1,710273.28,2,1
10,2,5,1071298.63,6,1
2,4,7,1073946.85,10,1
5,1,3,954081.71,22,0
9,1,1,845322.27,17,1
9,0,1,473622.07,11,0
8,1,5,902910.91,19,1
1,3,2,663601.5,9,0
1,3,3,883214.26,4,1
9,3,5,50000.0,14,1
8,2,4,1777773.4,21,1
10,1,3,1180491.81,19,0
9,3,2,803988.3,25,0
7,1,2,962694.12,6,1
3,1,2,1052439.51,5,1
3,2,0,999326.23,9,1
2,4,2,1061737.65,4,1
5,0,3,916497.18,20,0
3,2,8,707884.19,13,0
6,1,4,270431.64,19,0
2,2,2,676381.07,22,1
3,3,4,929433.95,24,0
5,5,1,1207311.04,10,1
1,2,3,992011.88,25,0
1,4,1,683575.39,8,1
10,5,2,831263.99,25,0
9,2,6,376144.2,14,0
7,3,2,1007353.15,17,1
1,2,6,639194.84,15,0
8,4,7,325976.67,12,1
3,4,4,689345.04,23,1
8,2,4,874956.99,21,1
5,2,1,1199740.41,21,1
1,6,3,786255.42,14,1
7,0,3,50000.0,10,0
5,1,4,726755.12,3,1
6,5,5,717959.19,3,1
6,3,3,435447.87,2,1
8,0,4,467939.56,15,0
9,1,10,1229596.07,18,1
2,2,4,944064.99,5,1
9,2,2,1228618.16,9,1
10,2,2,1116839.44,5,1
9,2,1,770847.87,16,0
10,2,0,946797.24,24,1
10,4,3,760510.43,19,1
7,2,2,603118.45,11,0
1,1,4,230399.2,16,0
7,1,3,629073.08,21,0
10,2,5,1286445.45,2,1
5,2,2,194926.13,5,1
6,3,9,929906.53,24,1
10,2,6,285304.51,23,0
7,1,4,522718.22,12,0
5,5,3,948387.05,21,1
7,3,2,770355.9,4,1
9,3,3,1026837.37,15,1
3,4,2,631109.13,22,1
8,4,2,803489.34,13,1
2,3,3,683777.85,23,0
7,2,4,714004.42,17,0
2,4,3,1198544.04,3,1
4,1,3,1066580.31,18,0
7,1,0,261306.14,15,1
3,1,4,1014812.74,17,0
2,3,4,1203888.61,23,0
10,4,2,580646.03,11,1
7,6,4,655166.43,18,1
1,3,4,522256.65,19,1
8,2,2,623810.23,17,0
3,3,2,752064.81,22,0
2,5,2,966524.64,7,1
3,2,4,829967.67,16,1
5,0,3,983418.94,2,1
8,3,4,1030727.88,20,1
10,2,3,907246.7,13,1
7,2,5,1539381.49,21,0
7,5,3,598743.31,15,1
7,3,4,1428437.4,10,0
8,3,1,261699.82,4,1
1,0,2,646701.72,11,1
4,2,1,807072.77,9,1
6,1,6,656728.35,5,0
9,6,4,1165399.74,4,1
2,3,1,50000.0,25,0
1,2,0,536570.05,13,0
10,1,5,489950.73,12,1
2,2,2,50000.0,12,0
7,3,2,249096.12,24,1
3,5,4,1387133.03,10,1
10,1,4,591110.71,12,1
2,0,2,249336.84,25,0
7,0,3,1080119.38,5,1
2,5,5,66999.82,25,0
3,1,1,1178054.07,15,0
7,3,3,1194584.28,3,1
4,1,7,731778.55,20,0
1,5,1,890696.12,24,1
5,5,5,1743346.74,15,1
9,0,2,825082.81,20,0
8,3,0,1693348.19,16,1
9,2,1,898338.4,20,0
10,3,3,839417.3,10,1
9,3,2,50000.0,17,1
7,5,3,677091.75,20,1
4,1,4,805855.06,18,1
5,2,2,1492678.29,17,1
1,0,2,1072147.49,22,0
1,5,2,1105255.84,6,1
3,5,0,718494.01,20,0
8,2,3,1221366.03,4,1
2,5,4,1383560.03,6,0
4,0,6,588956.18,3,0
2,3,6,784144.35,4,1
5,4,5,713172.75,16,0
9,6,4,574538.17,19,1
1,3,3,342540.65,17,0
5,3,4,1316877.51,19,0
9,2,3,1023070.01,17,1
1,4,4,756575.7,18,1
9,0,2,260577.69,25,0
8,3,2,1177268.23,4,1
4,2,0,977109.82,24,0
10,7,1,736699.47,16,1
5,3,2,50000.0,17,0
5,2,3,99119.66,23,0
6,3,1,429689.14,9,1
7,4,2,334821.38,10,1
8,3,2,1082011.75,5,1
8,1,1,1032882.68,1,0
2,0,4,1263138.51,25,0
9,8,5,398515.89,8,1
7,1,2,664908.03,19,0
4,5,4,834095.36,10,1
4,1,5,940020.67,1,0
8,3,3,1185502.85,16,1
4,1,1,1366416.68,1,1
6,1,0,1661518.55,16,1
5,1,4,555963.57,14,0
3,1,6,896505.76,6,1
10,1,1,480896.78,13,1
2,3,4,1222269.83,19,0
9,2,4,588659.23,1,1
10,9,5,763887.12,5,1
9,2,3,917362.62,10,1
1,5,2,661456.89,3,1
10,3,0,1352103.16,1,1
3,2,6,476071.12,25,0
8,3,2,1177968.87,6,1
6,3,4,669828.1,19,1
5,3,1,50000.0,13,0
5,2,3,755900.79,18,0
6,5,0,933556.91,21,1
7,3,3,1361172.63,4,1
1,2,3,1474716.2,1,0
9,3,3,993531.46,20,1
3,4,3,57665.06,11,1
4,4,4,921422.63,22,1
10,0,2,553185.88,22,0
1,1,2,736797.72,1,0
10,4,5,295152.91,25,0
3,2,1,632223.55,19,1
2,4,4,605753.69,21,1
2,3,3,846228.13,8,1
1,1,2,843317.96,10,0
8,3,2,369168.78,16,1
3,0,2,138100.88,16,0
3,1,3,143214.28,22,0
6,1,2,182806.12,13,1
8,3,3,895222.97,7,1
9,2,1,919654.07,18,1
9,3,3,965445.25,16,1
4,2,4,236459.77,24,0
5,4,4,477596.56,9,1
2,4,7,456372.69,14,1
9,5,2,815819.06,10,1
8,4,1,858213.65,18,1
3,3,6,1118432.46,18,1
9,2,3,735534.22,8,1
3,4,1,2037766.59,17,1
9,0,2,1165279.43,24,0
2,2,2,573996.51,5,1
10,1,4,560649.81,21,0
9,2,0,1014140.28,3,1
8,2,4,574742.07,16,1
9,2,3,495065.74,17,1
5,6,1,620494.51,3,1
2,6,3,880097.6,23,0
8,3,6,910158.15,4,1
6,3,4,50000.0,20,0
8,1,2,557103.0,16,0
5,5,2,1232951.88,22,0
10,2,1,1730374.72,14,1
2,3,4,786091.23,1,1
6,2,3,875491.5,6,1
5,2,4,757212.87,9,0
5,1,5,1326231.0,5,1
1,4,5,506022.95,20,1
2,1,2,1269846.2,12,1
8,1,2,1354145.24,15,1
3,1,4,1212633.23,18,0
10,3,6,696593.86,8,1
3,3,6,929325.24,1,1
8,6,0,1374317.37,21,1
8,3,2,1033313.23,22,1
2,1,5,61904.23,20,0
8,4,0,834649.23,22,1
1,2,5,457190.59,1,0
6,4,3,991869.56,4,1
8,1,2,890835.82,9,0
3,5,4,421478.42,21,1
8,1,4,1110780.75,15,0
1,4,3,773130.78,14,1
9,7,3,743855.98,16,1
9,3,1,735854.88,12,1
5,2,5,786394.38,1,1
10,2,1,846658.09,23,0
4,3,2,1043778.19,24,1
6,4,0,736058.37,8,1
7,4,0,986587.36,22,0
5,8,5,1153343.25,19,1
10,2,2,1342431.76,11,1
9,1,2,472303.88,23,0
3,4,6,430137.72,23,0
7,4,3,290757.06,20,0
10,8,1,639946.47,1,1
10,2,3,1107655.46,15,1
5,1,3,63159.35,18,0
7,3,2,474193.74,18,1
2,4,1,407911.28,24,0
4,1,2,772680.61,15,0
2,2,4,1183093.46,23,1
7,1,3,390695.95,8,0
2,3,5,1169939.08,12,1
1,1,5,1465752.7,22,0
9,1,2,1148152.67,20,1
1,4,4,572371.21,9,1
8,1,2,82553.47,23,0
2,5,4,994461.66,7,1
8,1,2,1127007.21,25,0
3,2,3,813359.29,20,1
6,3,2,1452657.54,25,0
3,4,4,50000.0,19,0
7,3,1,845834.34,12,1
10,6,0,1195347.71,21,1
9,3,1,1197179.76,23,0
2,2,2,528965.89,24,0
5,2,2,621700.38,6,1
6,4,6,1297519.84,1,1
4,2,6,724788.15,13,1
4,1,5,980988.0,8,1
4,6,7,575835.21,13,1
2,2,2,380096.96,2,1
4,2,6,1069656.31,11,0
1,3,1,621793.55,1,1
6,2,4,749748.64,2,1
1,2,6,795914.04,20,0
10,2,7,554117.17,1,1
6,3,2,200539.96,9,0
1,3,3,755257.56,18,0
6,4,3,732474.06,20,0
10,5,3,545531.29,18,1
8,0,3,774585.02,8,1
2,1,0,1339949.97,19,0
2,0,5,50000.0,4,0
4,2,4,50000.0,18,1
3,3,3,1037102.86,24,1
4,4,3,580228.16,2,1
7,3,1,471588.72,10,1
1,1,8,1213858.5,13,1
6,3,3,1012237.79,4,1
3,4,3,567649.5,17,1
10,3,0,921187.11,1,1
7,1,4,342667.86,7,0
10,0,3,319815.44,1,1
2,4,6,776131.94,18,0
2,4,3,675251.13,19,0
4,3,3,826154.48,2,1
1,2,1,389290.6,16,0
3,3,6,792683.13,3,1
9,2,1,852220.57,22,0
7,5,2,787036.94,20,0
7,1,4,223848.18,24,0
4,0,6,296471.8,1,1
2,3,4,1464385.86,2,1
4,3,5,50000.0,7,1
6,3,2,1122836.47,4,1
3,4,4,611272.22,7,1
1,6,1,715509.21,9,1
8,3,2,361280.05,24,0
5,1,2,50000.0,24,0
5,4,3,854153.48,11,1
4,1,2,561363.82,25,0
6,2,2,882226.95,11,1
3,1,3,1008055.39,4,1
9,4,2,1261777.45,24,0
5,2,2,947973.48,3,1
3,2,4,1009286.0,17,1
1,1,6,713542.31,14,1
10,5,4,50000.0,13,0
6,0,1,1162088.87,2,1
2,3,3,551846.42,3,1
3,4,3,50000.0,9,1
1,1,2,636362.8,24,0
9,1,7,120336.9,12,1
8,3,0,748604.67,3,1
2,1,2,967015.28,18,0
8,3,5,685034.53,23,0
9,0,2,864661.97,21,0
1,1,2,816595.22,7,1
5,2,0,1401218.77,2,1
8,3,0,834330.09,5,1
2,4,7,505244.61,16,0
4,2,2,606400.95,10,0
7,3,3,677862.33,21,1
3,3,3,512780.87,22,0
5,3,8,176101.96,6,1
8,3,1,404391.59,20,0
10,1,1,565477.73,4,1
3,2,0,563538.23,8,1
4,3,2,1149515.38,22,0
9,2,3,1285117.18,9,1
7,4,1,961238.16,12,1
1,2,4,903947.46,23,1
4,0,0,740370.09,13,1
4,6,4,1154728.42,2,1
9,4,5,1025339.9,10,1
6,6,4,1131905.61,25,0
9,4,6,50000.0,24,1
6,5,2,1688847.54,16,1
6,6,2,309453.58,18,1
5,1,4,931476.75,9,1
5,3,3,710051.09,25,1
2,1,5,323493.72,12,1
8,5,4,541201.18,12,1
8,9,6,843280.67,25,0
1,2,2,478631.2,13,0
8,0,6,682351.99,16,0
5,0,3,673246.5,8,0
2,3,4,372570.12,2,1
2,2,2,630115.63,16,1
6,4,3,1182735.01,13,0
9,2,4,437589.87,24,0
1,3,3,1207617.4,24,1
6,4,2,166599.93,2,1
9,1,4,664487.55,11,0
8,1,1,1140990.09,4,1
6,3,4,1077406.16,16,1
3,3,1,1512735.39,2,1
8,4,5,667917.62,13,1
9,0,3,624016.21,17,0
1,6,3,50000.0,13,1
9,5,0,533000.42,1,1
6,2,1,774124.72,4,1
6,2,2,1133310.63,13,1
4,2,0,50000.0,3,0
1,3,3,477994.43,14,0
10,3,1,1224246.0,18,1
8,3,1,1012154.57,14,1
2,1,2,250806.0,22,1
1,1,2,1107097.15,11,0
2,6,1,996489.84,13,1
1,3,2,1470882.91,16,0
1,0,4,884150.13,16,1
9,2,6,997380.07,22,0
1,3,6,1257213.54,25,0
4,3,0,780846.52,11,1
10,2,5,1107157.01,1,1
6,4,2,504068.51,14,1
7,1,4,454014.98,10,1
2,2,3,1330366.28,20,0
6,1,2,483481.34,7,0
7,4,3,1087815.77,21,1
10,5,2,837492.7,20,1
10,2,7,760067.35,19,1
2,4,5,1174189.66,10,1
2,2,5,950271.81,3,1
10,3,0,766752.96,5,1
7,4,5,904162.99,22,1
1,4,7,796040.03,6,1
8,4,3,962208.62,16,0
3,2,1,690634.82,22,0
6,0,4,1129604.68,21,1
9,3,4,268508.62,10,0
6,2,2,587701.94,13,1
9,2,1,1077285.53,17,0
7,2,3,289044.64,8,0
9,3,5,1787284.11,5,1
2,3,2,567219.05,14,0
8,2,2,733188.28,15,0
8,0,3,527329.58,19,0
2,5,1,879137.4,24,1
4,4,4,612269.66,16,1
7,2,3,1414335.64,10,1
4,2,2,562166.64,24,0
4,1,3,974706.2,5,1
6,1,3,701656.67,10,0
10,1,2,644733.22,11,0
6,5,6,877542.34,12,1
10,3,3,364373.15,18,1
3,3,6,468439.75,16,1
9,3,4,942117.96,5,1
10,1,2,785017.47,12,1
2,2,1,791324.22,3,0
6,2,5,1377531.54,12,1
7,3,4,1116511.07,13,1
9,3,8,446757.79,14,1
3,1,4,542745.08,22,1
10,1,2,378171.6,6,1
3,2,2,482603.47,9,0
7,1,5,1187626.63,4,0
4,2,3,1229254.94,19,0
8,0,0,502222.77,16,0
7,4,0,841514.47,8,1
5,4,5,746131.83,18,1
7,3,0,962631.7,9,0
3,3,5,1008887.06,5,1
2,5,4,1021019.11,4,1
6,1,1,389287.37,16,0
2,2,4,468456.64,18,1
3,0,4,50000.0,16,1
6,2,5,1012848.32,10,1
5,0,2,972822.08,1,1
8,5,4,1183418.73,12,1
9,2,2,50000.0,24,0
3,3,2,1010046.53,2,1
10,2,4,233788.87,20,1
3,4,2,1070422.64,21,0
3,3,2,1544541.52,15,1
6,2,1,1174198.35,20,1
1,1,3,481029.73,12,0
7,2,2,1511338.54,7,1
1,3,0,745524.43,24,1
5,2,6,513549.13,20,1
10,0,0,834119.88,2,1
8,2,2,1169657.64,2,1
4,1,1,755039.55,2,1
5,3,3,635605.47,19,0
4,5,4,208001.77,16,1
4,0,2,1111818.8,18,1
8,4,4,928606.73,4,1
2,3,1,284880.69,2,1
1,5,3,455010.39,12,1
3,2,1,1706228.02,8,1
9,3,1,896615.89,6,1
4,2,2,635030.18,7,1
10,3,3,559662.27,1,1
5,1,2,1363637.84,24,1
2,2,2,795364.42,9,0
4,3,3,968864.06,19,1
2,3,1,913708.96,19,1
2,0,4,1579436.12,19,1
4,1,4,509727.01,22,0
6,2,4,323011.73,16,1
7,2,3,840078.06,25,0
10,2,0,993858.82,21,1
3,3,3,800363.13,12,1
3,3,1,531478.28,11,0
10,2,5,340788.72,23,1
6,6,4,175892.96,20,0
3,4,11,987481.91,18,1
2,3,3,50000.0,6,1
8,4,1,935621.07,15,1
5,4,3,708497.28,19,1
1,0,4,1435778.47,9,1
3,4,3,1026214.41,14,1
10,6,2,1641865.55,18,1
8,4,2,907803.13,20,1
4,5,3,191915.14,13,1
7,0,3,498007.97,4,1
10,3,5,50000.0,19,1
2,0,8,986778.14,19,1
7,4,4,1324799.06,2,1
5,2,4,610000.0,20,0
5,2,6,405387.38,18,1
6,1,1,1202828.3,3,1
9,4,2,1368663.85,3,1
6,7,2,1057877.36,25,0
8,3,1,1047243.98,12,1
7,3,4,365663.82,12,1
9,4,2,372470.75,21,0
4,1,2,331336.75,10,1
2,2,2,746237.21,15,0
7,3,3,271653.71,13,1
6,2,3,1069727.64,24,0
1,0,5,874320.9,13,1
9,1,3,884891.19,23,0
9,0,4,1554072.73,12,1
2,2,5,1743741.04,11,1
3,2,0,1299291.73,18,0
5,1,0,1198260.43,20,0
5,0,2,455162.98,22,0
1,2,4,735583.65,24,0
8,8,5,1665846.56,14,1
8,3,2,996270.05,13,1
4,3,6,639543.32,19,1
7,5,1,576033.81,23,1
10,3,5,576379.51,8,1
3,1,3,1043165.37,19,0
6,3,0,623303.13,15,0
10,4,5,834673.89,14,1
10,3,3,668872.32,18,1
9,5,1,702625.86,19,1
1,4,6,747215.6,13,1
5,3,3,550678.06,8,1
4,1,1,650160.31,14,0
8,3,1,1079541.73,4,1
1,2,2,382012.22,2,1
9,0,2,709060.2,4,1
6,1,2,1290848.01,19,1
4,1,5,364559.0,16,1
9,3,2,50000.0,19,0
5,2,3,169522.14,14,1
5,5,6,731114.77,19,1
5,4,3,674279.22,23,1
1,3,3,1396574.43,21,0
1,2,4,1108621.96,12,1
8,0,2,1238961.24,21,0
8,3,3,834710.85,10,0
6,0,4,571848.49,13,1
4,1,5,1285772.07,11,1
2,4,4,605522.18,1,1
2,4,3,596225.67,3,1
9,3,2,526932.78,21,0
5,1,2,1166810.08,9,0
4,1,2,725996.45,24,0
10,1,5,939804.19,2,1
1,2,3,613934.26,14,0
7,1,3,1628874.53,1,1
3,1,6,1514417.82,15,1
6,1,1,711749.88,3,1
5,1,2,313496.07,16,0
5,0,2,728256.19,19,0
5,3,3,2137647.7,5,1
1,1,4,857774.95,10,0
1,3,5,134657.12,14,0
3,0,6,599588.78,5,0
10,5,3,492510.24,15,1
4,2,4,1313251.24,8,1
5,4,3,321363.29,22,1
2,1,4,1296681.7,19,1
8,3,4,381122.02,25,1
2,3,4,612939.11,12,1
9,4,2,498228.95,19,1
2,4,5,161141.61,21,0
9,3,3,590444.46,3,1
7,1,2,1016181.14,4,1
8,5,5,377373.07,22,1
2,3,3,856983.46,17,0
7,3,2,50000.0,14,0
6,3,3,698747.38,3,1
4,3,4,878976.31,7,1
7,2,4,735231.87,10,0
4,1,3,1696382.52,3,1
2,3,7,516238.42,10,1
10,3,4,362257.89,3,1
7,3,3,948786.41,19,1
8,7,0,575229.89,16,1
2,4,1,283885.69,6,1
5,2,2,50000.0,1,1
1,1,6,1121660.22,16,1
7,0,2,871893.55,19,0
8,2,1,1344443.73,12,1
6,1,3,909013.42,5,1
